scientificName,assessmentId,internalTaxonId,Common_name,Synonyms_or_previous_lump,Original_rodent_attributed_IUCN,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,has_study,key,Rodent_attributed_final,Rodent_attribution_source
Progne modesta,182672786,22731986,Galapagos Martin,"",Rattus,Endangered,C2a(i),Unknown,0,0,No,Progne modesta_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Progne modesta,182672786,22731986,Galapagos Martin,"",Rattus,Endangered,C2a(i),Unknown,0,0,No,Progne modesta_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Prosobonia cancellata,119208101,62289108,Christmas Sandpiper,Prosobonia parvirostris,Rattus,Extinct,"","Rats, cats",1,0,No,Prosobonia cancellata_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Prosobonia cancellata,119208101,62289108,Christmas Sandpiper,Prosobonia parvirostris,Rattus,Extinct,"","Rats, cats",1,0,No,Prosobonia cancellata_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Prosobonia ellisi,94996223,22728772,Moorea Sandpiper,"",Rattus,Extinct,"",Rats,1,1,No,Prosobonia ellisi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Prosobonia ellisi,94996223,22728772,Moorea Sandpiper,"",Rattus,Extinct,"",Rats,1,1,No,Prosobonia ellisi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Prosobonia ellisi,94996223,22728772,Moorea Sandpiper,"",Rattus,Extinct,"",Rats,1,1,No,Prosobonia ellisi_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Prosobonia leucoptera,93396439,22693330,Tahiti Sandpiper,"",Rattus,Extinct,"",Rats,1,1,No,Prosobonia leucoptera_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Prosobonia leucoptera,93396439,22693330,Tahiti Sandpiper,"",Rattus,Extinct,"",Rats,1,1,No,Prosobonia leucoptera_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Prosobonia leucoptera,93396439,22693330,Tahiti Sandpiper,"",Rattus,Extinct,"",Rats,1,1,No,Prosobonia leucoptera_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Prosobonia parvirostris,95194072,62289271,Tuamotu Sandpiper,Prosobonia cancellata,Rattus rattus,Endangered,"B1ab(iii,v); C2a(ii)","Rats, stochastic, cats",1,0,Yes,Prosobonia parvirostris_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pseudobulweria aterrima,132611797,22697896,Mascarene Petrel,"Procellaria aterrima, Pterodroma aterrima",Rattus rattus,Critically Endangered,C2a(ii),"Rats, cats, artificial light",1,0,No,Pseudobulweria aterrima_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pseudobulweria becki,132612218,22697913,Beck's Petrel,"Procellaria becki, Pterodroma becki","Rattus rattus, Rattus exulans",Critically Endangered,"C2a(i,ii)",Unknown,0,0,No,Pseudobulweria becki_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pseudobulweria becki,132612218,22697913,Beck's Petrel,"Procellaria becki, Pterodroma becki","Rattus rattus, Rattus exulans",Critically Endangered,"C2a(i,ii)",Unknown,0,0,No,Pseudobulweria becki_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pseudobulweria macgillivrayi,132613365,22697935,Fiji Petrel,"Pterodroma macgillivrayi, Thalassidroma macgillivrayi","Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,"C2a(i,ii);D",Rats,1,1,No,Pseudobulweria macgillivrayi_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pseudobulweria macgillivrayi,132613365,22697935,Fiji Petrel,"Pterodroma macgillivrayi, Thalassidroma macgillivrayi","Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,"C2a(i,ii);D",Rats,1,1,No,Pseudobulweria macgillivrayi_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Pseudobulweria macgillivrayi,132613365,22697935,Fiji Petrel,"Pterodroma macgillivrayi, Thalassidroma macgillivrayi","Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,"C2a(i,ii);D",Rats,1,1,No,Pseudobulweria macgillivrayi_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pseudobulweria rostrata,132612667,22697925,Tahiti Petrel,Pterodroma rostrata,Rattus,Near Threatened,A2bde+3bde+4bde,Cats,0,0,Yes,Pseudobulweria rostrata_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pseudobulweria rostrata,132612667,22697925,Tahiti Petrel,Pterodroma rostrata,Rattus,Near Threatened,A2bde+3bde+4bde,Cats,0,0,Yes,Pseudobulweria rostrata_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pseudobulweria rostrata,132612667,22697925,Tahiti Petrel,Pterodroma rostrata,Rattus,Near Threatened,A2bde+3bde+4bde,Cats,0,0,Yes,Pseudobulweria rostrata_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pseudonestor xanthophrys,94681687,22720753,Maui Parrotbill,"",Rattus,Critically Endangered,B1ab(iii),Pigs,0,0,Yes,Pseudonestor xanthophrys_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pseudonestor xanthophrys,94681687,22720753,Maui Parrotbill,"",Rattus,Critically Endangered,B1ab(iii),Pigs,0,0,Yes,Pseudonestor xanthophrys_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pseudonestor xanthophrys,94681687,22720753,Maui Parrotbill,"",Rattus,Critically Endangered,B1ab(iii),Pigs,0,0,Yes,Pseudonestor xanthophrys_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Psittirostra psittacea,126791352,22720734,Ou,"",Rattus,Critically Endangered,D,"Rats, habitat loss, disease",1,0,No,Psittirostra psittacea_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Psittirostra psittacea,126791352,22720734,Ou,"",Rattus,Critically Endangered,D,"Rats, habitat loss, disease",1,0,No,Psittirostra psittacea_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Psittirostra psittacea,126791352,22720734,Ou,"",Rattus,Critically Endangered,D,"Rats, habitat loss, disease",1,0,No,Psittirostra psittacea_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma alba,183088698,22698001,Phoenix Petrel,"",Rattus exulans,Vulnerable,"A2bce; B2ab(ii,iv,v)",Cats,0,0,Yes,Pterodroma alba_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pterodroma arminjoniana,132618884,22698005,Trindade Petrel,"",Mus musculus,Vulnerable,D2,Cats,0,0,No,Pterodroma arminjoniana_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Pterodroma atrata,132659355,22728442,Henderson Petrel,"",Rattus exulans,Endangered,B2ab(v),Rats,1,1,Yes,Pterodroma atrata_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pterodroma baraui,132621225,22698035,Barau's Petrel,"",Rattus,Endangered,B2ab(v),Cats,0,0,No,Pterodroma baraui_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma baraui,132621225,22698035,Barau's Petrel,"",Rattus,Endangered,B2ab(v),Cats,0,0,No,Pterodroma baraui_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma brevipes,132617265,22697987,Collared Petrel,"",Rattus,Vulnerable,C2a(i);D1,"Rats, mongoose",0,0,Yes,Pterodroma brevipes_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma brevipes,132617265,22697987,Collared Petrel,"",Rattus,Vulnerable,C2a(i);D1,"Rats, mongoose",0,0,Yes,Pterodroma brevipes_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma cahow,132624115,22698088,Bermuda Petrel,"",Rattus,Endangered,D,"Rats, dogs, pigs, cats, human hunting",1,0,No,Pterodroma cahow_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma cahow,132624115,22698088,Bermuda Petrel,"",Rattus,Endangered,D,"Rats, dogs, pigs, cats, human hunting",1,0,No,Pterodroma cahow_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma caribbaea,132625182,22698097,Jamaican Petrel,"",Rattus,Critically Endangered,D,"Rats, mongoose",1,0,Yes,Pterodroma caribbaea_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma caribbaea,132625182,22698097,Jamaican Petrel,"",Rattus,Critically Endangered,D,"Rats, mongoose",1,0,Yes,Pterodroma caribbaea_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma cookii,132616449,22697975,Cook's Petrel,Pterodroma cooki,"Rattus exulans, Rattus rattus",Vulnerable,A2e; D2,"Rats, cats, introduced bird",1,0,Yes,Pterodroma cookii_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pterodroma cookii,132616449,22697975,Cook's Petrel,Pterodroma cooki,"Rattus exulans, Rattus rattus",Vulnerable,A2e; D2,"Rats, cats, introduced bird",1,0,Yes,Pterodroma cookii_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pterodroma defilippiana,132617737,22697990,Masatierra Petrel,"",Rattus,Vulnerable,D2,Unknown,0,0,No,Pterodroma defilippiana_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma defilippiana,132617737,22697990,Masatierra Petrel,"",Rattus,Vulnerable,D2,Unknown,0,0,No,Pterodroma defilippiana_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma externa,132620783,22698030,Juan Fernandez Petrel,"","Rattus norvegicus, Rattus, Mus musculus",Vulnerable,D2,"Rats, cats, goats, dogs",1,0,Yes,Pterodroma externa_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma externa,132620783,22698030,Juan Fernandez Petrel,"","Rattus norvegicus, Rattus, Mus musculus",Vulnerable,D2,"Rats, cats, goats, dogs",1,0,Yes,Pterodroma externa_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma externa,132620783,22698030,Juan Fernandez Petrel,"","Rattus norvegicus, Rattus, Mus musculus",Vulnerable,D2,"Rats, cats, goats, dogs",1,0,Yes,Pterodroma externa_Mus musculus,Mus musculus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma feae,132655668,22728011,Cape Verde Petrel,"",Rattus,Near Threatened,D2,Cats,0,0,No,Pterodroma feae_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma feae,132655668,22728011,Cape Verde Petrel,"",Rattus,Near Threatened,D2,Cats,0,0,No,Pterodroma feae_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma hasitata,132624510,22698092,Black-capped Petrel,"",Rattus,Endangered,"B2ab(ii,iii,v)",Unknown,0,0,No,Pterodroma hasitata_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma hasitata,132624510,22698092,Black-capped Petrel,"",Rattus,Endangered,"B2ab(ii,iii,v)",Unknown,0,0,No,Pterodroma hasitata_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma incerta,152715347,22698084,Atlantic Petrel,Procellaria incerta,"Rattus, Mus musculus",Endangered,B2ab(v),Mice,1,1,Yes,Pterodroma incerta_Mus musculus,Mus musculus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma inexpectata,132615071,22697963,Mottled Petrel,"",Rattus rattus,Near Threatened,B2b(iv); D2,Weather extreme,0,0,No,Pterodroma inexpectata_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pterodroma leucoptera,132615952,22697970,White-winged Petrel,"",Rattus rattus,Vulnerable,"B2ab(ii,v); D2",Unknown,0,0,Yes,Pterodroma leucoptera_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pterodroma longirostris,152684668,22697997,Stejneger's Petrel,"","Rattus norvegicus, Mus musculus",Vulnerable,D2,"Rats, cats",1,0,No,Pterodroma longirostris_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Pterodroma longirostris,152684668,22697997,Stejneger's Petrel,"","Rattus norvegicus, Mus musculus",Vulnerable,D2,"Rats, cats",1,0,No,Pterodroma longirostris_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Pterodroma madeira,132622973,22698062,Zino's Petrel,"",Rattus rattus,Endangered,D,Unknown,0,0,Yes,Pterodroma madeira_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pterodroma magentae,131879320,22698049,Magenta Petrel,"",Rattus rattus,Critically Endangered,A2ce,"Rats, pigs, cats, dogs, hedgehogs, bird other introduced, possums",1,0,Yes,Pterodroma magentae_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pterodroma phaeopygia,132619647,22698020,Galapagos Petrel,"","Rattus rattus, Rattus norvegicus",Critically Endangered,A2bce,Rats,1,1,Yes,Pterodroma phaeopygia_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pterodroma phaeopygia,132619647,22698020,Galapagos Petrel,"","Rattus rattus, Rattus norvegicus",Critically Endangered,A2bce,Rats,1,1,Yes,Pterodroma phaeopygia_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Pterodroma pycrofti,132616888,22697984,Pycroft's Petrel,"",Rattus exulans,Vulnerable,D2,Rats,1,1,Yes,Pterodroma pycrofti_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pterodroma sandwichensis,132378813,22698017,Hawaiian Petrel,"",Rattus,Endangered,A3bce+4bce,"Rats, human hunting, mongooses, cats, barn owls, dogs, pigs",1,0,Yes,Pterodroma sandwichensis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma sandwichensis,132378813,22698017,Hawaiian Petrel,"",Rattus,Endangered,A3bce+4bce,"Rats, human hunting, mongooses, cats, barn owls, dogs, pigs",1,0,Yes,Pterodroma sandwichensis_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pterodroma sandwichensis,132378813,22698017,Hawaiian Petrel,"",Rattus,Endangered,A3bce+4bce,"Rats, human hunting, mongooses, cats, barn owls, dogs, pigs",1,0,Yes,Pterodroma sandwichensis_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Ptilinopus chrysogaster,131388042,60760066,Raiatea Fruit-dove,"","Rattus exulans, Rattus rattus",Endangered,B1ab(iii),Bird other introduced,0,0,No,Ptilinopus chrysogaster_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Ptilinopus chrysogaster,131388042,60760066,Raiatea Fruit-dove,"","Rattus exulans, Rattus rattus",Endangered,B1ab(iii),Bird other introduced,0,0,No,Ptilinopus chrysogaster_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Ptilinopus coralensis,93313817,22691480,Atoll Fruit-dove,"",Rattus rattus,Near Threatened,"B1ab(ii,iv,v)","Rats, hunting, habitat loss",1,0,No,Ptilinopus coralensis_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Ptilinopus huttoni,131333951,22691470,Rapa Fruit-dove,"",Rattus exulans,Critically Endangered,C2a(ii),"Goats, cattle, fire, deforestation",0,0,No,Ptilinopus huttoni_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Ptilinopus mercierii,93314660,22691495,Red-moustached Fruit-dove,"",Rattus,Extinct,"","Rats, cats, owls",1,0,No,Ptilinopus mercierii_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Ptilinopus mercierii,93314660,22691495,Red-moustached Fruit-dove,"",Rattus,Extinct,"","Rats, cats, owls",1,0,No,Ptilinopus mercierii_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Ptilinopus mercierii,93314660,22691495,Red-moustached Fruit-dove,"",Rattus,Extinct,"","Rats, cats, owls",1,0,No,Ptilinopus mercierii_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Ptychoramphus aleuticus,180893939,22694903,Cassin's Auklet,"","Rattus rattus, Rattus norvegicus",Near Threatened,A2abce+3bce+4abce,"Rats, cats, raccoons, mink, foxes",1,0,Yes,Ptychoramphus aleuticus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Ptychoramphus aleuticus,180893939,22694903,Cassin's Auklet,"","Rattus rattus, Rattus norvegicus",Near Threatened,A2abce+3bce+4abce,"Rats, cats, raccoons, mink, foxes",1,0,Yes,Ptychoramphus aleuticus_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Puffinus bannermani,132638930,22698272,Bannerman's Shearwater,"",Rattus rattus,Endangered,B2ab(v),Rats,1,1,No,Puffinus bannermani_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Puffinus bryani,132254426,45354718,Bryan's Shearwater,"",Rattus rattus,Critically Endangered,"C2a(i,ii)",Rats,1,1,Yes,Puffinus bryani_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Puffinus heinrothi,132639135,22698277,Heinroth's Shearwater,"",Rattus,Vulnerable,D1+2,"Rats, cats, dogs",1,0,No,Puffinus heinrothi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Puffinus heinrothi,132639135,22698277,Heinroth's Shearwater,"",Rattus,Vulnerable,D1+2,"Rats, cats, dogs",1,0,No,Puffinus heinrothi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Puffinus heinrothi,132639135,22698277,Heinroth's Shearwater,"",Rattus,Vulnerable,D1+2,"Rats, cats, dogs",1,0,No,Puffinus heinrothi_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Puffinus mauretanicus,132658315,22728432,Balearic Shearwater,"","Rattus rattus, Rattus norvegicus",Critically Endangered,A4bcde,Fishing-bycatch,0,0,Yes,Puffinus mauretanicus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Puffinus mauretanicus,132658315,22728432,Balearic Shearwater,"","Rattus rattus, Rattus norvegicus",Critically Endangered,A4bcde,Fishing-bycatch,0,0,Yes,Puffinus mauretanicus_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Puffinus myrtae,132468877,132468585,Rapa Shearwater,"Puffinus assimilis, Puffinus newelli",Rattus exulans,Critically Endangered,C2a(ii),Unknown,0,0,Yes,Puffinus myrtae_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Puffinus newelli,152723568,132467692,Newell's Shearwater,"","Rattus exulans, Rattus rattus, Rattus norvegicus, Mus musculus",Critically Endangered,A3bce+4bce,"Rats, mice, cats, owls",1,0,Yes,Puffinus newelli_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Puffinus newelli,152723568,132467692,Newell's Shearwater,"","Rattus exulans, Rattus rattus, Rattus norvegicus, Mus musculus",Critically Endangered,A3bce+4bce,"Rats, mice, cats, owls",1,0,Yes,Puffinus newelli_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Puffinus newelli,152723568,132467692,Newell's Shearwater,"","Rattus exulans, Rattus rattus, Rattus norvegicus, Mus musculus",Critically Endangered,A3bce+4bce,"Rats, mice, cats, owls",1,0,Yes,Puffinus newelli_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Puffinus newelli,152723568,132467692,Newell's Shearwater,"","Rattus exulans, Rattus rattus, Rattus norvegicus, Mus musculus",Critically Endangered,A3bce+4bce,"Rats, mice, cats, owls",1,0,Yes,Puffinus newelli_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Puffinus opisthomelas,117364166,22698246,Black-vented Shearwater,"",Rodentia,Near Threatened,"A2cde; B2b(ii,iii)",Cats,0,0,Yes,Puffinus opisthomelas_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Puffinus opisthomelas,117364166,22698246,Black-vented Shearwater,"",Rodentia,Near Threatened,"A2cde; B2b(ii,iii)",Cats,0,0,Yes,Puffinus opisthomelas_Mus musculus,Mus musculus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Puffinus yelkouan,132637221,22698230,Yelkouan Shearwater,"",Rattus rattus,Vulnerable,A4bcde,"Rats, fishing-bycatch, cats",1,0,Yes,Puffinus yelkouan_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pyrocephalus dubius,119211257,103682916,Least Vermilion Flycatcher,"",Rattus,Extinct,"","Rats, introduced insect, disease",1,0,No,Pyrocephalus dubius_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pyrrhula murina,205920049,22720676,Azores Bullfinch,"",Rattus,Vulnerable,D1+2,Habitat loss,0,0,No,Pyrrhula murina_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pyrrhula murina,205920049,22720676,Azores Bullfinch,"",Rattus,Vulnerable,D1+2,Habitat loss,0,0,No,Pyrrhula murina_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rallus semiplumbeus,199129240,22692482,Bogota Rail,"",Rattus,Vulnerable,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)",Habitat loss,0,0,No,Rallus semiplumbeus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rallus semiplumbeus,199129240,22692482,Bogota Rail,"",Rattus,Vulnerable,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)",Habitat loss,0,0,No,Rallus semiplumbeus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Ramphocinclus brachyurus,179788434,22711137,White-breasted Thrasher,"",Rattus,Endangered,"A2c+3c+4c; B1ab(i,ii,iii,v)",Habitat loss,0,0,Yes,Ramphocinclus brachyurus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Ramphocinclus brachyurus,179788434,22711137,White-breasted Thrasher,"",Rattus,Endangered,"A2c+3c+4c; B1ab(i,ii,iii,v)",Habitat loss,0,0,Yes,Ramphocinclus brachyurus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rhipidura semirubra,94097314,22706921,Manus Fantail,"",Rattus,Vulnerable,D2,Unknown,0,0,No,Rhipidura semirubra_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rhipidura semirubra,94097314,22706921,Manus Fantail,"",Rattus,Vulnerable,D2,Unknown,0,0,No,Rhipidura semirubra_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rhynochetos jubatus,156666402,22692211,Kagu,"",Rattus,Endangered,A3e+4ad; C2a(i),Dogs,0,0,Yes,Rhynochetos jubatus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rhynochetos jubatus,156666402,22692211,Kagu,"",Rattus,Endangered,A3e+4ad; C2a(i),Dogs,0,0,Yes,Rhynochetos jubatus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rhynochetos jubatus,156666402,22692211,Kagu,"",Rattus,Endangered,A3e+4ad; C2a(i),Dogs,0,0,Yes,Rhynochetos jubatus_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rhyticeros narcondami,182554475,22682531,Narcondam Hornbill,Aceros narcondami,Rattus,Vulnerable,D1+2,Unknown,0,0,No,Rhyticeros narcondami_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rhyticeros narcondami,182554475,22682531,Narcondam Hornbill,Aceros narcondami,Rattus,Vulnerable,D1+2,Unknown,0,0,No,Rhyticeros narcondami_Rattus tiomanicus,Rattus tiomanicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Rowettia goughensis,119142383,22723149,Gough Island Finch,Nesospiza goughensis,Mus musculus,Critically Endangered,"B1ab(ii,iii,v)",Mice,1,1,Yes,Rowettia goughensis_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Saxicola dacotiae,205920538,22710177,Fuerteventura Stonechat,"","Rattus, Rattus rattus",Near Threatened,"B1b(ii,iii)+2b(ii,iii); C2a(ii)",Habitat loss,0,0,No,Saxicola dacotiae_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Saxicola dacotiae,205920538,22710177,Fuerteventura Stonechat,"","Rattus, Rattus rattus",Near Threatened,"B1b(ii,iii)+2b(ii,iii); C2a(ii)",Habitat loss,0,0,No,Saxicola dacotiae_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Sephanoides fernandensis,179402328,22687863,Juan Fernandez Firecrown,"",Rattus,Critically Endangered,"B1ab(ii,iii)","Habitat loss, rabbits",0,0,Yes,Sephanoides fernandensis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Sephanoides fernandensis,179402328,22687863,Juan Fernandez Firecrown,"",Rattus,Critically Endangered,"B1ab(ii,iii)","Habitat loss, rabbits",0,0,Yes,Sephanoides fernandensis_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Siphonorhis americana,178420953,22689738,Jamaican Poorwill,Siphonorhis americanus,"Rattus rattus, Rattus norvegicus",Critically Endangered,D,"Rats, mongoose",1,0,No,Siphonorhis americana_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
